DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1990,1682.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1991,1275.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1992,1407.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1993,1650.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1994,1838.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1995,2025.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1996,2762.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1997,2104.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1998,2236.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,1999,4335.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2000,4264.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2001,4072.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2002,4534.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2003,4431.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2004,5334.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2005,5228.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2006,3663.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2007,3670.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2008,4735.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2009,5377.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2010,5673.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2011,6407.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2012,6411.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2013,7326.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2014,6672.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2015,6015.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2016,5674.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2017,6135.186,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2018,6480.824,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2019,6530.243,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2020,6656.144,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2021,7031.386,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AL,2022,6936.788,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1990,43577.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1991,45767.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1992,45281.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1993,45903.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1994,46538.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1995,47651.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1996,49270.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1997,49884.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1998,50699.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,1999,51846.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2000,52553.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2001,54650.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2002,54906.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2003,56765.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2004,57895.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2005,59514.322,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2006,60795.348,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2007,61286.312,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2008,61663.032,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2009,59201.267,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2010,62171.793,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2011,62230.662,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2012,63165.760,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2013,63509.236,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2014,62563.846,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2015,63553.966,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2016,64527.283,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2017,65569.868,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2018,65855.941,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2019,66027.933,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2020,63744.026,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2021,66871.970,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,AT,2022,66141.255,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2014,11014.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2015,11115.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2016,11494.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2017,11772.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2018,11820.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2019,11301.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2020,10240.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2021,11148.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BA,2022,10891.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1990,59108.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1991,61783.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1992,63871.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1993,64644.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1994,67822.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1995,69829.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1996,71405.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1997,73321.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1998,75527.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,1999,76050.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2000,79166.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2001,79816.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2002,80438.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2003,82065.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2004,82779.700,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2005,83273.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2006,85873.800,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2007,86092.600,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2008,86237.300,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2009,80794.400,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2010,87030.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2011,84814.800,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2012,84553.500,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2013,84431.400,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2014,82633.500,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2015,83056.600,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2016,83581.200,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2017,83745.100,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2018,84441.400,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2019,83518.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2020,80538.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2021,83068.700,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BE,2022,78129.300,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1990,36866.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1991,31496.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1992,27821.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1993,28129.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1994,28139.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1995,30961.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1996,32100.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1997,28327.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1998,27789.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,1999,25390.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2000,25491.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2001,25909.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2002,25407.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2003,26476.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2004,26241.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2005,27270.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2006,28425.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2007,29053.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2008,29935.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2009,28253.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2010,28265.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2011,29634.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2012,29187.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2013,28696.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2014,28887.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2015,29625.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2016,30313.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2017,31399.565,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2018,31333.860,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2019,31696.470,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2020,29824.516,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2021,32088.802,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,BG,2022,32027.821,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1990,1816.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1991,1898.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1992,2133.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1993,2323.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1994,2427.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1995,2237.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1996,2315.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1997,2403.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1998,2635.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,1999,2790.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2000,3017.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2001,3131.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2002,3407.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2003,3672.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2004,3761.355,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2005,3967.355,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2006,4175.355,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2007,4391.355,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2008,4641.355,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2009,4758.355,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2010,4889.355,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2011,4729.414,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2012,4417.429,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2013,3935.429,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2014,3972.429,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2015,4098.429,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2016,4404.429,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2017,4546.698,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2018,4670.496,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2019,4730.498,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2020,4384.197,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2021,4656.271,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CY,2022,4864.899,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1990,53037.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1991,49708.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1992,48148.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1993,47773.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1994,49312.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1995,52155.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1996,54146.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1997,53163.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1998,52196.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,1999,51178.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2000,52292.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2001,53775.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2002,53669.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2003,54807.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2004,54910.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2005,55974.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2006,57631.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2007,57878.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2008,58573.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2009,55323.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2010,56157.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2011,55734.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2012,55969.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2013,55123.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2014,55086.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2015,56385.417,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2016,57630.268,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2017,59132.618,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2018,59845.250,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2019,60034.242,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2020,58569.456,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2021,61303.985,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,CZ,2022,59888.756,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1990,481001.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1991,481055.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1992,475878.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1993,467164.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1994,465073.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1995,472579.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1996,479658.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1997,482877.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1998,487477.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,1999,490652.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2000,501411.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2001,512637.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2002,525510.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2003,531751.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2004,538406.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2005,539471.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2006,544629.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2007,545614.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2008,542991.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2009,513898.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2010,546883.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2011,539891.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2012,538206.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2013,536440.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2014,524826.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2015,528350.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2016,530551.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2017,531318.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2018,521809.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2019,507543.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2020,492821.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2021,510100.500,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DE,2022,489330.400,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1990,28866.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1991,29840.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1992,30338.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1993,30710.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1994,31332.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1995,31467.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1996,32413.000,
ESTAT:NRG_CB_E(1.0),26/04/24 23:00:00,A,FC,E7000,GWH,DK,1997,32483.000,
