"Date","Price","Open","High","Low","Vol.","Change %"
"01/09/1991","0.7972","0.7972","0.7972","0.7972","","-4.77%"
"01/08/1991","0.8371","0.8371","0.8371","0.8371","","0.20%"
"01/07/1991","0.8354","0.8354","0.8354","0.8354","","-3.52%"
"01/06/1991","0.8659","0.8659","0.8659","0.8659","","4.65%"
"01/05/1991","0.8274","0.8274","0.8274","0.8274","","0.88%"
"01/04/1991","0.8202","0.8202","0.8202","0.8202","","0.50%"
"01/03/1991","0.8161","0.8161","0.8161","0.8161","","11.89%"
"01/02/1991","0.7294","0.7294","0.7294","0.7294","","2.62%"
"01/01/1991","0.7108","0.7108","0.7108","0.7108","","-1.14%"
"01/12/1990","0.7190","0.7190","0.7190","0.7190","","-0.13%"
"01/11/1990","0.7199","0.7199","0.7199","0.7199","","-0.55%"
"01/10/1990","0.7239","0.7239","0.7239","0.7239","","-3.14%"
"01/09/1990","0.7474","0.7474","0.7474","0.7474","","-0.51%"
"01/08/1990","0.7512","0.7512","0.7512","0.7512","","-0.57%"
"01/07/1990","0.7555","0.7555","0.7555","0.7555","","-4.62%"
"01/06/1990","0.7921","0.7921","0.7921","0.7921","","-1.91%"
"01/05/1990","0.8075","0.8075","0.8075","0.8075","","1.03%"
"01/04/1990","0.7993","0.7993","0.7993","0.7993","","-1.19%"
"01/03/1990","0.8089","0.8089","0.8089","0.8089","","-0.17%"
"01/02/1990","0.8103","0.8103","0.8103","0.8103","","0.22%"
"01/01/1990","0.8085","0.8085","0.8085","0.8085","","-0.77%"
"01/12/1989","0.8148","0.8148","0.8148","0.8148","","-4.94%"
"01/11/1989","0.8571","0.8571","0.8571","0.8571","","-2.52%"
"01/10/1989","0.8793","0.8793","0.8793","0.8793","","-1.62%"
"01/09/1989","0.8938","0.8938","0.8938","0.8938","","-3.84%"
"01/08/1989","0.9295","0.9295","0.9295","0.9295","","4.52%"
"01/07/1989","0.8893","0.8893","0.8893","0.8893","","-4.59%"
"01/06/1989","0.9321","0.9321","0.9321","0.9321","","-1.22%"
"01/05/1989","0.9436","0.9436","0.9436","0.9436","","5.38%"
"01/04/1989","0.8954","0.8954","0.8954","0.8954","","-0.96%"
"01/03/1989","0.9041","0.9041","0.9041","0.9041","","3.74%"
"01/02/1989","0.8715","0.8715","0.8715","0.8715","","-2.29%"
"01/01/1989","0.8919","0.8919","0.8919","0.8919","","5.03%"
"01/12/1988","0.8492","0.8492","0.8492","0.8492","","1.76%"
"01/11/1988","0.8345","0.8345","0.8345","0.8345","","-2.43%"
"01/10/1988","0.8553","0.8553","0.8553","0.8553","","-5.29%"
"01/09/1988","0.9031","0.9031","0.9031","0.9031","","0.11%"
"01/08/1988","0.9021","0.9021","0.9021","0.9021","","0.75%"
"01/07/1988","0.8954","0.8954","0.8954","0.8954","","2.52%"
"01/06/1988","0.8734","0.8734","0.8734","0.8734","","5.75%"
"01/05/1988","0.8259","0.8259","0.8259","0.8259","","2.66%"
"01/04/1988","0.8045","0.8045","0.8045","0.8045","","1.14%"
"01/03/1988","0.7954","0.7954","0.7954","0.7954","","-1.80%"
"01/02/1988","0.8100","0.8100","0.8100","0.8100","","0.73%"
"01/01/1988","0.8041","0.8041","0.8041","0.8041","","6.53%"
"01/12/1987","0.7548","0.7548","0.7548","0.7548","","-3.99%"
"01/11/1987","0.7862","0.7862","0.7862","0.7862","","-5.17%"
"01/10/1987","0.8291","0.8291","0.8291","0.8291","","-5.20%"
"01/09/1987","0.8746","0.8746","0.8746","0.8746","","1.12%"
"01/08/1987","0.8649","0.8649","0.8649","0.8649","","-2.38%"
"01/07/1987","0.8860","0.8860","0.8860","0.8860","","1.56%"
"01/06/1987","0.8724","0.8724","0.8724","0.8724","","0.28%"
"01/05/1987","0.8700","0.8700","0.8700","0.8700","","1.65%"
"01/04/1987","0.8559","0.8559","0.8559","0.8559","","-0.58%"
"01/03/1987","0.8609","0.8609","0.8609","0.8609","","-1.17%"
"01/02/1987","0.8711","0.8711","0.8711","0.8711","","-0.08%"
"01/01/1987","0.8718","0.8718","0.8718","0.8718","","-4.27%"
"01/12/1986","0.9107","0.9107","0.9107","0.9107","","-2.33%"
"01/11/1986","0.9324","0.9324","0.9324","0.9324","","-4.01%"
"01/10/1986","0.9714","0.9714","0.9714","0.9714","","1.83%"
"01/09/1986","0.9539","0.9539","0.9539","0.9539","","-0.41%"
"01/08/1986","0.9578","0.9578","0.9578","0.9578","","-2.18%"
"01/07/1986","0.9791","0.9791","0.9791","0.9791","","-4.08%"
"01/06/1986","1.0207","1.0207","1.0207","1.0207","","-5.30%"
"01/05/1986","1.0778","1.0778","1.0778","1.0778","","7.12%"
"01/04/1986","1.0062","1.0062","1.0062","1.0062","","-6.09%"
"01/03/1986","1.0714","1.0714","1.0714","1.0714","","4.39%"
"01/02/1986","1.0263","1.0263","1.0263","1.0263","","-6.62%"
"01/01/1986","1.0991","1.0991","1.0991","1.0991","","-2.15%"
"01/12/1985","1.1233","1.1233","1.1233","1.1233","","-2.36%"
"01/11/1985","1.1504","1.1504","1.1504","1.1504","","-3.52%"
"01/10/1985","1.1924","1.1924","1.1924","1.1924","","-2.42%"
"01/09/1985","1.2220","1.2220","1.2220","1.2220","","-4.16%"
"01/08/1985","1.2750","1.2750","1.2750","1.2750","","0.28%"
"01/07/1985","1.2715","1.2715","1.2715","1.2715","","-6.51%"
"01/06/1985","1.3601","1.3601","1.3601","1.3601","","-1.00%"
"01/05/1985","1.3738","1.3738","1.3738","1.3738","","-1.44%"
"01/04/1985","1.3939","1.3939","1.3939","1.3939","","0.49%"
"01/03/1985","1.3871","1.3871","1.3871","1.3871","","-7.23%"
"01/02/1985","1.4952","1.4952","1.4952","1.4952","","5.82%"
"01/01/1985","1.4129","1.4129","1.4129","1.4129","","0.51%"
