DATAFLOW,LAST UPDATE,freq,unit,hazard,nace_r2,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,SE,2008,65913389,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,SI,2004,2757778,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,SI,2006,2955209,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,SI,2008,2190717,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,SK,2004,5667000,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,SK,2006,8941811,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,SK,2008,5685111,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,TR,2004,21102996,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,TR,2006,15995288,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,TR,2008,32847218,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,UK,2004,149303606,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,UK,2006,146998905,
ESTAT:TEN00108(1.0),03/01/24 23:00:00,A,T,HAZ_NHAZ,TOTAL_HH,W12-13,UK,2008,145188207,
