"","location","scale","shape","freedom","DATE"
"1",6.04321956682738,5.23830192335133,-6.05380386153385,6,1990-07-01
"2",5.78581147996881,5.04466309700931,-7.24936192201406,5,1990-10-01
"3",4.87857102465762,4.82969955134059,-30,4,1991-01-01
"4",4.39776956426267,4.2256494420905,-30,3,1991-04-01
"5",5.9630223509064,4.25642675010725,-1.75032195198043,5,1991-07-01
"6",5.76950321718325,5.06087334748363,-7.911436876562,5,1991-10-01
"7",4.29167180668873,4.23736390154072,-30,3,1992-01-01
"8",5.89017244224589,4.05350351747836,-1.40585607906542,5,1992-04-01
"9",5.2816066064438,4.78217002391791,-30,4,1992-07-01
"10",4.29088615810198,4.23745055626781,-30,3,1992-10-01
"11",4.84464416644803,3.10278961193812,-0.369124099455222,4,1993-01-01
"12",4.05774868888256,2.75419366238448,0.226996082261331,3,1993-04-01
"13",3.57025555228561,3.32290758761457,1.39246186836527,3,1993-07-01
"14",3.57525669817952,3.40326585014986,1.59050176331337,3,1993-10-01
"15",3.57204792947425,3.28769027659925,1.31338981794932,3,1994-01-01
"16",4.66886069900674,2.58090733388137,1.38495490623753,2,1994-04-01
"17",4.02473812598923,2.76405831076362,0.262328772853957,3,1994-07-01
"18",3.59613473633155,3.16940811163128,1.07201936611238,3,1994-10-01
"19",3.57453802461694,3.26463368048846,1.26368473911827,3,1995-01-01
"20",4.4745519521129,3.00499895753324,-0.118933953936427,4,1995-04-01
"21",3.58536747401736,3.20712328514177,1.14564706231346,3,1995-07-01
"22",3.71965632237575,2.95870417243214,0.687663955345788,3,1995-10-01
"23",4.93653184976159,3.14330254354973,-0.439283447638514,4,1996-01-01
"24",3.95181941091822,2.7919847365644,0.344528599398556,3,1996-04-01
"25",3.60696563975954,3.1392073281773,1.01476438821914,3,1996-07-01
"26",3.60165374784551,3.15333760890582,1.04138570772624,3,1996-10-01
"27",4.58927253985416,2.50577848743333,1.12022828206926,2,1997-01-01
"28",4.68600806202828,2.5961142885251,1.44476603339729,2,1997-04-01
"29",3.73763821242402,2.93957696844028,0.652741717306172,3,1997-07-01
"30",3.5706826777019,3.3087700091145,1.36022860946976,3,1997-10-01
"31",3.83786316321453,2.8556111878011,0.490735980605522,3,1998-01-01
"32",3.88468856134426,2.82612357607077,0.427261186002198,3,1998-04-01
"33",4.57494243567668,2.49143274611304,1.07409328542234,2,1998-07-01
"34",4.11768414365438,2.99675743695248,0.105462794421211,4,1998-10-01
"35",4.27783723886447,2.99046015694572,0.00470067639715973,4,1999-01-01
"36",4.58405520972159,2.50058549528048,1.10339862664633,2,1999-04-01
"37",3.87150664209704,2.83391243570304,0.444574315686056,3,1999-07-01
"38",3.6176476044737,3.1138132014225,0.967568523501879,3,1999-10-01
"39",4.69177642149139,2.60115340999798,1.4651691221076,2,2000-01-01
"40",5.24778610800164,2.93711226743302,6.589347054782,2,2000-04-01
"41",4.96848002771722,3.15915246068262,-0.464889729457515,4,2000-07-01
"42",5.7403973775552,3.81279699982169,-1.07219930070191,5,2000-10-01
"43",5.92184349482996,4.12720387021007,-1.52210056104823,5,2001-01-01
"44",6.21953908068142,4.81534623871415,-2.68504648742024,6,2001-04-01
"45",5.89878446727741,4.07218262200959,-1.43452264137849,5,2001-07-01
"46",6.22426235446605,4.73074791019928,-2.41979261028418,6,2001-10-01
"47",3.72843837877921,2.94916784988115,0.670304710804868,3,2002-01-01
"48",3.77319299528256,2.90589005672872,0.589924581613056,3,2002-04-01
"49",5.12803909853782,3.25404495738972,-0.605738629061347,4,2002-07-01
"50",5.90428345658763,4.08459408044624,-1.45385643349565,5,2002-10-01
"51",3.75629166190781,2.921278062021,0.61887206188823,3,2003-01-01
"52",5.81088726714167,3.91134012962533,-1.20205731334535,5,2003-04-01
"53",3.63977495074684,3.06982871730683,0.887360189106301,3,2003-07-01
"54",3.59225670375122,3.18184669933661,1.09601907213816,3,2003-10-01
"55",3.68072874880438,3.00633350974829,0.773405576605038,3,2004-01-01
"56",3.57236387979544,3.28411647962919,1.30558508355273,3,2004-04-01
"57",4.49428237142375,3.00782756372048,-0.131496669805822,4,2004-07-01
"58",4.12266615456055,2.73942565716832,0.159966371310174,3,2004-10-01
"59",3.61127391143543,3.12853953167189,0.994843124342207,3,2005-01-01
"60",3.71652947509336,2.96219125068034,0.693990116777291,3,2005-04-01
"61",4.50372334952901,3.00927144791778,-0.137528858735829,4,2005-07-01
"62",3.67595828548337,3.01290175938592,0.785166898146365,3,2005-10-01
"63",4.15022151133894,2.73492644515153,0.132270827026658,3,2006-01-01
"64",3.58544982109167,3.20676842590589,1.14494261316801,3,2006-04-01
"65",4.63952415887072,3.03661423066813,-0.225957000875509,4,2006-07-01
"66",4.52759348741822,3.01318220440647,-0.15283172468572,4,2006-10-01
"67",4.03731520172158,2.76010470470788,0.248748522842341,3,2007-01-01
