"","location","scale","shape","freedom","DATE"
"68",3.81467724098031,2.87220739985668,0.524457074475107,3,2007-04-01
"69",3.97970337295606,2.7802596399973,0.312315318638671,3,2007-07-01
"70",4.62192267677955,3.03236339986872,-0.214289881370595,4,2007-10-01
"71",4.9291807177731,3.13978807112349,-0.433487313865496,4,2008-01-01
"72",5.80387625571692,5.02546918742223,-6.62962053985939,5,2008-04-01
"73",6.19502268671592,4.94936454409199,-3.23520314204019,6,2008-07-01
"74",6.00406546983789,5.2805607666439,-7.13418255750627,6,2008-10-01
"75",2.10847446292648,3.24805917381264,-30,2,2009-01-01
"76",5.58204512358636,5.15222659653782,-30,5,2009-04-01
"77",3.58236990736151,3.21995795156271,1.17133254002582,3,2009-07-01
"78",3.58161006993552,3.4389894504114,1.68842119771663,3,2009-10-01
"79",3.75189895595271,2.92545745958635,0.626655645899105,3,2010-01-01
"80",3.71942749910101,2.95895772521827,0.688128205843806,3,2010-04-01
"81",4.04488888476496,2.7578419105855,0.240647416445011,3,2010-07-01
"82",4.46386673123526,3.00357257334542,-0.112144900870414,4,2010-10-01
"83",3.83201600980226,2.85965640154966,0.499078352592961,3,2011-01-01
"84",4.42359380283126,2.99886069549819,-0.0866777070236151,4,2011-04-01
"85",5.20982611024093,3.31480411802232,-0.68965930845444,4,2011-07-01
"86",6.13211553210285,5.10883625147107,-4.29538672257047,6,2011-10-01
"87",5.9173822782934,4.11589014646779,-1.50368421894539,5,2012-01-01
"88",4.23382871112296,2.99056842826112,0.0322472681274739,4,2012-04-01
"89",6.22191233007724,4.65344860723339,-2.21403238470227,6,2012-07-01
"90",4.27997127918177,2.99048605818796,0.00336595801145304,4,2012-10-01
"91",3.95912918502683,2.78878026444411,0.335979705559233,3,2013-01-01
"92",4.06663446543478,3.00221602012445,0.138085237551669,4,2013-04-01
"93",4.85064037514369,3.10521363123384,-0.373562299480726,4,2013-07-01
"94",4.00307473566863,2.77144332591401,0.286086751871569,3,2013-10-01
"95",3.99616057793292,2.773958895158,0.293781150552206,3,2014-01-01
"96",4.97865982604747,3.16440602411384,-0.473200509822964,4,2014-04-01
"97",4.32500842877752,2.99170603005846,-0.0248104705813871,4,2014-07-01
"98",4.34993143298541,2.99292929690289,-0.0404022855783265,4,2014-10-01
"99",4.90734099704892,3.1296324868732,-0.416463579831698,4,2015-01-01
"100",4.02581100267924,2.76371102888915,0.261162795838566,3,2015-04-01
"101",3.82928425035709,2.86158243340531,0.503016712195283,3,2015-07-01
"102",5.72827484808139,5.09802249235233,-10.3892276107649,5,2015-10-01
"103",5.95597979301062,4.22976948026956,-1.70023449758236,5,2016-01-01
"104",5.26247309067447,3.35929158836885,-0.749740882627089,4,2016-04-01
"105",5.24913161441548,3.34755767221501,-0.733963506126395,4,2016-07-01
"106",4.11575544777687,2.74071614919078,0.166973924298055,3,2016-10-01
"107",5.08482996989212,3.22554245551209,-0.565086458600193,4,2017-01-01
"108",4.02237036216103,2.76482977003053,0.264902275220179,3,2017-04-01
"109",3.93723494133872,2.79866672782793,0.36183085884756,3,2017-07-01
"110",4.40369166390205,2.9969164977862,-0.0741402964026354,4,2017-10-01
"111",4.80399260959032,3.08712487185536,-0.339482603695722,4,2018-01-01
"112",4.40734252364871,2.99725396921659,-0.0764364890929659,4,2018-04-01
"113",5.09365669611249,3.23117538222091,-0.573208565925011,4,2018-07-01
"114",5.10556467508536,3.23893124650964,-0.584315205655078,4,2018-10-01
"115",6.22428802199117,4.71971182693419,-2.38852234404636,6,2019-01-01
"116",4.1385051273014,2.99501438516484,0.0922526987574922,4,2019-04-01
"117",5.08734339905975,3.22713080561709,-0.56738303448762,4,2019-07-01
"118",5.73413123615628,3.80489163614994,-1.06208060806617,5,2019-10-01
"119",5.03872596566474,3.19752057515147,-0.523931713686504,4,2020-01-01
"120",5.81624245961012,3.91968604551102,-1.21342088273146,5,2020-04-01
"121",5.17692753804988,4.79451567275613,-30,4,2020-07-01
"122",3.62774106964369,3.09257452838012,0.928633405636738,3,2020-10-01
"123",4.34584801420412,2.99270166186516,-0.0378473883836329,4,2021-01-01
"124",5.01695263398584,3.1850869031512,-0.505186458366692,4,2021-04-01
"125",4.09512588771072,2.74496226100956,0.188059632415216,3,2021-07-01
"126",4.50622223709311,3.00966317702556,-0.139126401389308,4,2021-10-01
"127",5.93967268438923,4.17649432408127,-1.6050418060776,5,2022-01-01
"128",6.18191198545173,4.99300276695219,-3.46606448967919,6,2022-04-01
"129",6.17470764329888,5.0136859775971,-3.58796547452395,6,2022-07-01
"130",5.12436930467545,3.25153269921342,-0.602196325927161,4,2022-10-01
"131",3.67452656329767,4.30550360414455,-30,3,2023-01-01
"132",6.21865708482115,4.823625092576,-2.71380025383139,6,2023-04-01
"133",6.21325478593612,4.86360428379617,-2.86107152371221,6,2023-07-01
"134",6.0872488997683,5.18178295326593,-5.10565420756469,6,2023-10-01
